"flight_id","flight_no","scheduled_departure","scheduled_arrival","departure_airport","arrival_airport","status","aircraft_code","actual_departure","actual_arrival"
981,"PG0335","2017-07-16 06:30:00+00","2017-07-16 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-16 06:31:00+00","2017-07-16 08:37:00+00"
982,"PG0335","2017-08-27 06:30:00+00","2017-08-27 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
983,"PG0335","2017-08-28 06:30:00+00","2017-08-28 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
984,"PG0335","2017-09-12 06:30:00+00","2017-09-12 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
985,"PG0335","2017-07-27 06:30:00+00","2017-07-27 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-27 06:34:00+00","2017-07-27 08:39:00+00"
986,"PG0335","2017-08-14 06:30:00+00","2017-08-14 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-14 06:32:00+00","2017-08-14 08:37:00+00"
987,"PG0335","2017-08-25 06:30:00+00","2017-08-25 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
988,"PG0335","2017-08-31 06:30:00+00","2017-08-31 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
989,"PG0335","2017-08-04 06:30:00+00","2017-08-04 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-04 06:33:00+00","2017-08-04 08:38:00+00"
990,"PG0335","2017-08-29 06:30:00+00","2017-08-29 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
991,"PG0335","2017-09-06 06:30:00+00","2017-09-06 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
992,"PG0335","2017-07-26 06:30:00+00","2017-07-26 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-26 06:34:00+00","2017-07-26 08:39:00+00"
993,"PG0335","2017-08-10 06:30:00+00","2017-08-10 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-10 06:36:00+00","2017-08-10 08:41:00+00"
994,"PG0335","2017-08-15 06:30:00+00","2017-08-15 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-15 06:32:00+00","2017-08-15 08:37:00+00"
995,"PG0335","2017-08-24 06:30:00+00","2017-08-24 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
996,"PG0335","2017-09-02 06:30:00+00","2017-09-02 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
997,"PG0335","2017-07-18 06:30:00+00","2017-07-18 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-18 06:31:00+00","2017-07-18 08:37:00+00"
998,"PG0335","2017-08-06 06:30:00+00","2017-08-06 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-06 06:33:00+00","2017-08-06 08:36:00+00"
999,"PG0335","2017-07-24 06:30:00+00","2017-07-24 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-24 06:32:00+00","2017-07-24 08:38:00+00"
1000,"PG0335","2017-08-08 06:30:00+00","2017-08-08 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-08 06:34:00+00","2017-08-08 08:42:00+00"
1001,"PG0335","2017-07-30 06:30:00+00","2017-07-30 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-30 06:34:00+00","2017-07-30 08:38:00+00"
1002,"PG0335","2017-09-14 06:30:00+00","2017-09-14 08:35:00+00","DME","JOK","Cancelled","CN1",NULL,NULL
1003,"PG0335","2017-08-21 06:30:00+00","2017-08-21 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1004,"PG0335","2017-08-22 06:30:00+00","2017-08-22 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1005,"PG0335","2017-09-08 06:30:00+00","2017-09-08 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1006,"PG0335","2017-07-21 06:30:00+00","2017-07-21 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-21 06:33:00+00","2017-07-21 08:40:00+00"
1007,"PG0335","2017-08-11 06:30:00+00","2017-08-11 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-11 06:33:00+00","2017-08-11 08:40:00+00"
1008,"PG0335","2017-07-29 06:30:00+00","2017-07-29 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-29 06:32:00+00","2017-07-29 08:36:00+00"
1009,"PG0335","2017-07-19 06:30:00+00","2017-07-19 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-19 06:33:00+00","2017-07-19 08:38:00+00"
1010,"PG0335","2017-09-01 06:30:00+00","2017-09-01 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1011,"PG0335","2017-08-05 06:30:00+00","2017-08-05 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-05 06:32:00+00","2017-08-05 08:36:00+00"
1012,"PG0335","2017-09-09 06:30:00+00","2017-09-09 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1013,"PG0335","2017-08-09 06:30:00+00","2017-08-09 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-09 06:33:00+00","2017-08-09 08:38:00+00"
1014,"PG0335","2017-08-17 06:30:00+00","2017-08-17 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1015,"PG0335","2017-08-12 06:30:00+00","2017-08-12 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-12 06:34:00+00","2017-08-12 08:37:00+00"
1016,"PG0335","2017-08-07 06:30:00+00","2017-08-07 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-07 06:35:00+00","2017-08-07 08:43:00+00"
1017,"PG0335","2017-09-04 06:30:00+00","2017-09-04 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1018,"PG0335","2017-07-20 06:30:00+00","2017-07-20 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-20 06:33:00+00","2017-07-20 08:38:00+00"
1019,"PG0335","2017-07-25 06:30:00+00","2017-07-25 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-25 06:34:00+00","2017-07-25 08:41:00+00"
1020,"PG0335","2017-07-23 06:30:00+00","2017-07-23 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-23 06:32:00+00","2017-07-23 08:40:00+00"
1021,"PG0335","2017-08-13 06:30:00+00","2017-08-13 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-13 06:33:00+00","2017-08-13 08:37:00+00"
1022,"PG0335","2017-07-22 06:30:00+00","2017-07-22 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-22 06:30:00+00","2017-07-22 08:36:00+00"
1023,"PG0335","2017-08-16 06:30:00+00","2017-08-16 08:35:00+00","DME","JOK","On Time","CN1",NULL,NULL
1024,"PG0335","2017-09-13 06:30:00+00","2017-09-13 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1025,"PG0335","2017-07-31 06:30:00+00","2017-07-31 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-31 06:34:00+00","2017-07-31 08:38:00+00"
1026,"PG0335","2017-09-05 06:30:00+00","2017-09-05 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1027,"PG0335","2017-08-19 06:30:00+00","2017-08-19 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1028,"PG0335","2017-09-03 06:30:00+00","2017-09-03 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1029,"PG0335","2017-08-23 06:30:00+00","2017-08-23 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1030,"PG0335","2017-07-28 06:30:00+00","2017-07-28 08:35:00+00","DME","JOK","Arrived","CN1","2017-07-28 09:39:00+00","2017-07-28 11:44:00+00"
1031,"PG0335","2017-08-03 06:30:00+00","2017-08-03 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-03 06:32:00+00","2017-08-03 08:38:00+00"
1032,"PG0335","2017-08-01 06:30:00+00","2017-08-01 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-01 06:32:00+00","2017-08-01 08:35:00+00"
1033,"PG0335","2017-08-02 06:30:00+00","2017-08-02 08:35:00+00","DME","JOK","Arrived","CN1","2017-08-02 06:31:00+00","2017-08-02 08:36:00+00"
1034,"PG0335","2017-09-07 06:30:00+00","2017-09-07 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1035,"PG0335","2017-08-18 06:30:00+00","2017-08-18 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1036,"PG0335","2017-08-30 06:30:00+00","2017-08-30 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1037,"PG0335","2017-08-26 06:30:00+00","2017-08-26 08:35:00+00","DME","JOK","Scheduled","CN1",NULL,NULL
1038,"PG0517","2017-09-04 07:30:00+00","2017-09-04 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1039,"PG0517","2017-08-28 07:30:00+00","2017-08-28 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1040,"PG0517","2017-08-13 07:30:00+00","2017-08-13 08:50:00+00","DME","SCW","Arrived","763","2017-08-13 07:31:00+00","2017-08-13 08:50:00+00"
1041,"PG0517","2017-09-01 07:30:00+00","2017-09-01 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1042,"PG0517","2017-09-08 07:30:00+00","2017-09-08 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1043,"PG0517","2017-09-10 07:30:00+00","2017-09-10 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1044,"PG0517","2017-08-25 07:30:00+00","2017-08-25 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1045,"PG0517","2017-07-30 07:30:00+00","2017-07-30 08:50:00+00","DME","SCW","Arrived","763","2017-07-30 07:31:00+00","2017-07-30 08:50:00+00"
1046,"PG0517","2017-07-22 07:30:00+00","2017-07-22 08:50:00+00","DME","SCW","Arrived","763","2017-07-22 07:34:00+00","2017-07-22 08:54:00+00"
1047,"PG0517","2017-07-23 07:30:00+00","2017-07-23 08:50:00+00","DME","SCW","Arrived","763","2017-07-23 07:33:00+00","2017-07-23 08:54:00+00"
1048,"PG0517","2017-09-02 07:30:00+00","2017-09-02 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1049,"PG0517","2017-08-04 07:30:00+00","2017-08-04 08:50:00+00","DME","SCW","Arrived","763","2017-08-04 07:31:00+00","2017-08-04 08:51:00+00"
1050,"PG0517","2017-07-18 07:30:00+00","2017-07-18 08:50:00+00","DME","SCW","Arrived","763","2017-07-18 07:33:00+00","2017-07-18 08:52:00+00"
1051,"PG0517","2017-07-29 07:30:00+00","2017-07-29 08:50:00+00","DME","SCW","Arrived","763","2017-07-29 07:32:00+00","2017-07-29 08:52:00+00"
1052,"PG0517","2017-09-05 07:30:00+00","2017-09-05 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1053,"PG0517","2017-09-07 07:30:00+00","2017-09-07 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1054,"PG0517","2017-08-26 07:30:00+00","2017-08-26 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1055,"PG0517","2017-08-31 07:30:00+00","2017-08-31 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1056,"PG0517","2017-09-06 07:30:00+00","2017-09-06 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1057,"PG0517","2017-07-26 07:30:00+00","2017-07-26 08:50:00+00","DME","SCW","Arrived","763","2017-07-26 10:49:00+00","2017-07-26 12:09:00+00"
1058,"PG0517","2017-08-17 07:30:00+00","2017-08-17 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1059,"PG0517","2017-08-21 07:30:00+00","2017-08-21 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1060,"PG0517","2017-08-15 07:30:00+00","2017-08-15 08:50:00+00","DME","SCW","Arrived","763","2017-08-15 07:34:00+00","2017-08-15 08:55:00+00"
1061,"PG0517","2017-08-03 07:30:00+00","2017-08-03 08:50:00+00","DME","SCW","Arrived","763","2017-08-03 07:31:00+00","2017-08-03 08:52:00+00"
1062,"PG0517","2017-08-08 07:30:00+00","2017-08-08 08:50:00+00","DME","SCW","Arrived","763","2017-08-08 07:32:00+00","2017-08-08 08:52:00+00"
1063,"PG0517","2017-08-09 07:30:00+00","2017-08-09 08:50:00+00","DME","SCW","Arrived","763","2017-08-09 07:32:00+00","2017-08-09 08:52:00+00"
1064,"PG0517","2017-07-27 07:30:00+00","2017-07-27 08:50:00+00","DME","SCW","Arrived","763","2017-07-27 07:32:00+00","2017-07-27 08:52:00+00"
1065,"PG0517","2017-07-28 07:30:00+00","2017-07-28 08:50:00+00","DME","SCW","Arrived","763","2017-07-28 07:33:00+00","2017-07-28 08:54:00+00"
1066,"PG0517","2017-07-25 07:30:00+00","2017-07-25 08:50:00+00","DME","SCW","Arrived","763","2017-07-25 07:31:00+00","2017-07-25 08:51:00+00"
1067,"PG0517","2017-08-06 07:30:00+00","2017-08-06 08:50:00+00","DME","SCW","Arrived","763","2017-08-06 07:31:00+00","2017-08-06 08:51:00+00"
1068,"PG0517","2017-08-01 07:30:00+00","2017-08-01 08:50:00+00","DME","SCW","Arrived","763","2017-08-01 07:34:00+00","2017-08-01 08:53:00+00"
1069,"PG0517","2017-08-20 07:30:00+00","2017-08-20 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1070,"PG0517","2017-09-03 07:30:00+00","2017-09-03 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1071,"PG0517","2017-08-12 07:30:00+00","2017-08-12 08:50:00+00","DME","SCW","Arrived","763","2017-08-12 07:31:00+00","2017-08-12 08:51:00+00"
1072,"PG0517","2017-08-02 07:30:00+00","2017-08-02 08:50:00+00","DME","SCW","Arrived","763","2017-08-02 07:33:00+00","2017-08-02 08:52:00+00"
1073,"PG0517","2017-09-14 07:30:00+00","2017-09-14 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1074,"PG0517","2017-08-24 07:30:00+00","2017-08-24 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1075,"PG0517","2017-08-22 07:30:00+00","2017-08-22 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1076,"PG0517","2017-07-17 07:30:00+00","2017-07-17 08:50:00+00","DME","SCW","Arrived","763","2017-07-17 07:31:00+00","2017-07-17 08:52:00+00"
1077,"PG0517","2017-07-19 07:30:00+00","2017-07-19 08:50:00+00","DME","SCW","Arrived","763","2017-07-19 07:34:00+00","2017-07-19 08:54:00+00"
1078,"PG0517","2017-08-11 07:30:00+00","2017-08-11 08:50:00+00","DME","SCW","Arrived","763","2017-08-11 07:31:00+00","2017-08-11 08:51:00+00"
1079,"PG0517","2017-08-05 07:30:00+00","2017-08-05 08:50:00+00","DME","SCW","Arrived","763","2017-08-05 07:35:00+00","2017-08-05 08:53:00+00"
1080,"PG0517","2017-08-18 07:30:00+00","2017-08-18 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1081,"PG0517","2017-07-20 07:30:00+00","2017-07-20 08:50:00+00","DME","SCW","Arrived","763","2017-07-20 07:34:00+00","2017-07-20 08:53:00+00"
1082,"PG0517","2017-09-11 07:30:00+00","2017-09-11 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1083,"PG0517","2017-07-24 07:30:00+00","2017-07-24 08:50:00+00","DME","SCW","Arrived","763","2017-07-24 07:34:00+00","2017-07-24 08:54:00+00"
1084,"PG0517","2017-08-27 07:30:00+00","2017-08-27 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1085,"PG0517","2017-08-19 07:30:00+00","2017-08-19 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1086,"PG0517","2017-08-07 07:30:00+00","2017-08-07 08:50:00+00","DME","SCW","Arrived","763","2017-08-07 07:34:00+00","2017-08-07 08:53:00+00"
1087,"PG0517","2017-09-12 07:30:00+00","2017-09-12 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1088,"PG0517","2017-08-29 07:30:00+00","2017-08-29 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1089,"PG0517","2017-07-31 07:30:00+00","2017-07-31 08:50:00+00","DME","SCW","Arrived","763","2017-07-31 07:38:00+00","2017-07-31 08:57:00+00"
1090,"PG0517","2017-07-16 07:30:00+00","2017-07-16 08:50:00+00","DME","SCW","Arrived","763","2017-07-16 07:35:00+00","2017-07-16 08:57:00+00"
1091,"PG0517","2017-07-21 07:30:00+00","2017-07-21 08:50:00+00","DME","SCW","Arrived","763","2017-07-21 07:34:00+00","2017-07-21 08:54:00+00"
1092,"PG0517","2017-09-09 07:30:00+00","2017-09-09 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1093,"PG0517","2017-08-30 07:30:00+00","2017-08-30 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1094,"PG0517","2017-08-14 07:30:00+00","2017-08-14 08:50:00+00","DME","SCW","Arrived","763","2017-08-14 07:34:00+00","2017-08-14 08:55:00+00"
1095,"PG0517","2017-09-13 07:30:00+00","2017-09-13 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1096,"PG0517","2017-08-23 07:30:00+00","2017-08-23 08:50:00+00","DME","SCW","Scheduled","763",NULL,NULL
1097,"PG0517","2017-08-10 07:30:00+00","2017-08-10 08:50:00+00","DME","SCW","Arrived","763","2017-08-10 07:33:00+00","2017-08-10 08:54:00+00"
1098,"PG0517","2017-08-16 07:30:00+00","2017-08-16 08:50:00+00","DME","SCW","On Time","763",NULL,NULL
1099,"PG0136","2017-09-10 12:30:00+00","2017-09-10 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1100,"PG0136","2017-08-25 12:30:00+00","2017-08-25 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1101,"PG0136","2017-07-17 12:30:00+00","2017-07-17 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-17 12:32:00+00","2017-07-17 14:34:00+00"
1102,"PG0136","2017-08-29 12:30:00+00","2017-08-29 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1103,"PG0136","2017-08-15 12:30:00+00","2017-08-15 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-15 12:35:00+00","2017-08-15 14:38:00+00"
1104,"PG0136","2017-08-31 12:30:00+00","2017-08-31 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1105,"PG0136","2017-07-27 12:30:00+00","2017-07-27 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-27 12:34:00+00","2017-07-27 14:35:00+00"
1106,"PG0136","2017-07-24 12:30:00+00","2017-07-24 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-24 12:33:00+00","2017-07-24 14:35:00+00"
1107,"PG0136","2017-08-13 12:30:00+00","2017-08-13 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-13 12:32:00+00","2017-08-13 14:32:00+00"
1108,"PG0136","2017-09-14 12:30:00+00","2017-09-14 14:30:00+00","DME","NAL","Cancelled","CR2",NULL,NULL
1109,"PG0136","2017-08-07 12:30:00+00","2017-08-07 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-07 12:32:00+00","2017-08-07 14:31:00+00"
1110,"PG0136","2017-09-03 12:30:00+00","2017-09-03 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1111,"PG0136","2017-07-28 12:30:00+00","2017-07-28 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-28 12:30:00+00","2017-07-28 14:30:00+00"
1112,"PG0136","2017-08-14 12:30:00+00","2017-08-14 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-14 12:33:00+00","2017-08-14 14:33:00+00"
1113,"PG0136","2017-08-04 12:30:00+00","2017-08-04 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-04 12:32:00+00","2017-08-04 14:31:00+00"
1114,"PG0136","2017-08-08 12:30:00+00","2017-08-08 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-08 12:33:00+00","2017-08-08 14:34:00+00"
1115,"PG0136","2017-09-05 12:30:00+00","2017-09-05 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1116,"PG0136","2017-08-03 12:30:00+00","2017-08-03 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-03 12:32:00+00","2017-08-03 14:33:00+00"
1117,"PG0136","2017-08-11 12:30:00+00","2017-08-11 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-11 12:32:00+00","2017-08-11 14:33:00+00"
1118,"PG0136","2017-08-05 12:30:00+00","2017-08-05 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-05 12:32:00+00","2017-08-05 14:32:00+00"
1119,"PG0136","2017-09-04 12:30:00+00","2017-09-04 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1120,"PG0136","2017-07-29 12:30:00+00","2017-07-29 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-29 12:34:00+00","2017-07-29 14:34:00+00"
1121,"PG0136","2017-08-19 12:30:00+00","2017-08-19 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1122,"PG0136","2017-08-12 12:30:00+00","2017-08-12 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-12 12:34:00+00","2017-08-12 14:34:00+00"
1123,"PG0136","2017-07-25 12:30:00+00","2017-07-25 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-25 12:35:00+00","2017-07-25 14:35:00+00"
1124,"PG0136","2017-08-06 12:30:00+00","2017-08-06 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-06 12:34:00+00","2017-08-06 14:33:00+00"
1125,"PG0136","2017-07-22 12:30:00+00","2017-07-22 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-22 12:31:00+00","2017-07-22 14:30:00+00"
1126,"PG0136","2017-08-16 12:30:00+00","2017-08-16 14:30:00+00","DME","NAL","On Time","CR2",NULL,NULL
1127,"PG0136","2017-07-16 12:30:00+00","2017-07-16 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-16 12:32:00+00","2017-07-16 14:31:00+00"
1128,"PG0136","2017-09-06 12:30:00+00","2017-09-06 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1129,"PG0136","2017-08-20 12:30:00+00","2017-08-20 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1130,"PG0136","2017-07-30 12:30:00+00","2017-07-30 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-30 12:32:00+00","2017-07-30 14:31:00+00"
1131,"PG0136","2017-07-31 12:30:00+00","2017-07-31 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-31 12:33:00+00","2017-07-31 14:33:00+00"
1132,"PG0136","2017-07-19 12:30:00+00","2017-07-19 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-19 12:31:00+00","2017-07-19 14:31:00+00"
1133,"PG0136","2017-08-22 12:30:00+00","2017-08-22 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1134,"PG0136","2017-07-21 12:30:00+00","2017-07-21 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-21 12:32:00+00","2017-07-21 14:33:00+00"
1135,"PG0136","2017-08-28 12:30:00+00","2017-08-28 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1136,"PG0136","2017-09-01 12:30:00+00","2017-09-01 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1137,"PG0136","2017-08-26 12:30:00+00","2017-08-26 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1138,"PG0136","2017-07-23 12:30:00+00","2017-07-23 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-23 12:34:00+00","2017-07-23 14:36:00+00"
1139,"PG0136","2017-08-27 12:30:00+00","2017-08-27 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1140,"PG0136","2017-07-18 12:30:00+00","2017-07-18 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-18 12:32:00+00","2017-07-18 14:33:00+00"
1141,"PG0136","2017-09-09 12:30:00+00","2017-09-09 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1142,"PG0136","2017-08-17 12:30:00+00","2017-08-17 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1143,"PG0136","2017-07-20 12:30:00+00","2017-07-20 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-20 12:33:00+00","2017-07-20 14:33:00+00"
1144,"PG0136","2017-09-12 12:30:00+00","2017-09-12 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1145,"PG0136","2017-08-21 12:30:00+00","2017-08-21 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1146,"PG0136","2017-09-13 12:30:00+00","2017-09-13 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1147,"PG0136","2017-08-01 12:30:00+00","2017-08-01 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-01 12:34:00+00","2017-08-01 14:36:00+00"
1148,"PG0136","2017-09-07 12:30:00+00","2017-09-07 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1149,"PG0136","2017-07-26 12:30:00+00","2017-07-26 14:30:00+00","DME","NAL","Arrived","CR2","2017-07-26 12:35:00+00","2017-07-26 14:36:00+00"
1150,"PG0136","2017-08-10 12:30:00+00","2017-08-10 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-10 12:35:00+00","2017-08-10 14:36:00+00"
1151,"PG0136","2017-08-18 12:30:00+00","2017-08-18 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1152,"PG0136","2017-09-02 12:30:00+00","2017-09-02 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1153,"PG0136","2017-09-08 12:30:00+00","2017-09-08 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1154,"PG0136","2017-08-02 12:30:00+00","2017-08-02 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-02 12:33:00+00","2017-08-02 14:34:00+00"
1155,"PG0136","2017-09-11 12:30:00+00","2017-09-11 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1156,"PG0136","2017-08-30 12:30:00+00","2017-08-30 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1157,"PG0136","2017-08-24 12:30:00+00","2017-08-24 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1158,"PG0136","2017-08-09 12:30:00+00","2017-08-09 14:30:00+00","DME","NAL","Arrived","CR2","2017-08-09 12:33:00+00","2017-08-09 14:34:00+00"
1159,"PG0136","2017-08-23 12:30:00+00","2017-08-23 14:30:00+00","DME","NAL","Scheduled","CR2",NULL,NULL
1160,"PG0134","2017-09-04 06:50:00+00","2017-09-04 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1161,"PG0134","2017-08-26 06:50:00+00","2017-08-26 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1162,"PG0134","2017-07-19 06:50:00+00","2017-07-19 11:55:00+00","DME","BTK","Arrived","319","2017-07-19 06:54:00+00","2017-07-19 12:00:00+00"
1163,"PG0134","2017-08-29 06:50:00+00","2017-08-29 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1164,"PG0134","2017-09-12 06:50:00+00","2017-09-12 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1165,"PG0134","2017-09-06 06:50:00+00","2017-09-06 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1166,"PG0134","2017-07-22 06:50:00+00","2017-07-22 11:55:00+00","DME","BTK","Arrived","319","2017-07-22 06:53:00+00","2017-07-22 11:59:00+00"
1167,"PG0134","2017-08-14 06:50:00+00","2017-08-14 11:55:00+00","DME","BTK","Arrived","319","2017-08-14 06:55:00+00","2017-08-14 12:05:00+00"
